"lambda","mean_mse","se_mse","aggregation","is_lambda_min","is_lambda_1se"
0.0131412681474762,1.74028337423893,0.225254064123043,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0119738341041071,1.75330081513354,0.223817267938499,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0109101116835679,1.76389406558194,0.22243210431124,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00994088743112749,1.77341491862048,0.222327735783649,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00905776638997995,1.77920606613085,0.222715540524146,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00825309938814438,1.78538892173721,0.223765940591354,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00751991678499669,1.79274414268268,0.224605542199737,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00685186810357671,1.79979788242278,0.22593705504001,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00624316702579477,1.80876556127014,0.227887603927892,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0056885412741125,1.81924205385895,0.230638387517228,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00518318694559706,1.82952345558278,0.233547020733009,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00472272690281205,1.83822243745589,0.236413058413193,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00430317286114699,1.84564969852249,0.238849481171374,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00392089084420407,1.8524161735511,0.24111319523244,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00357256970803297,1.85912915955573,0.243398264985883,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00325519246158603,1.86516320243269,0.245439078040348,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00296601013498509,1.8698155018429,0.246781463231162,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00270251796925949,1.87419609057629,0.247774571821038,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00246243372132211,1.8777847845882,0.248476891951055,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00224367789627157,1.88099716917243,0.249085813136739,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00204435573580221,1.88392849449858,0.249698259943259,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00186274080671405,1.88638120964945,0.250364660104746,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00169726004737436,1.88828344721686,0.250818390238284,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00154648014261033,1.89014120397581,0.251490393875459,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.0014090951090187,1.89164876608991,0.252097045387918,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00128391498316234,1.8928659794499,0.252671583393348,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00116985551467617,1.89420962151871,0.253154124931361,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00106592877500924,1.89555836892028,0.253685960511907,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.000971234600460228,1.89666894718537,0.254238159205409,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.000884952795390067,1.89783155531444,0.254768179936854,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.000806336028079721,1.89883504592885,0.255140582929507,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.000734703357700335,1.89950955279064,0.255574664025276,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.000669434336329541,1.90050487063399,0.255914101128811,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.000609963634928368,1.90093760992498,0.256191365358303,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.000555776146731554,1.90177795301344,0.256552598706995,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.000506402525639169,1.90240655776367,0.256783121849984,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.00046141512096523,1.90286461329227,0.25698792756345,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
0.000420424273332041,1.9035332225709,0.257144794419911,"pooled_validation_sse_over_all_validation_observations",FALSE,FALSE
